nj,d,d_nj,fte,bk,kfc,roys,wendys,co_owned,centralj,southj,pa1,pa2,demp,restaurant_id,treat,post,did,state,period
0,0,0,20.75,0,0,0,1,0,0,0,0,1,2.25,390,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,39.0,1,0,0,0,0,0,0,0,1,-12.5,391,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,41.5,1,0,0,0,0,0,0,0,1,-18.0,392,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,22.5,1,0,0,0,0,0,0,0,1,13.0,393,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,32.0,1,0,0,0,0,0,0,0,1,-11.0,394,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,24.0,1,0,0,0,0,0,0,1,0,-1.0,395,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,26.0,1,0,0,0,0,0,0,0,1,-6.0,396,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,48.5,1,0,0,0,0,0,0,1,0,-21.5,397,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,8.5,0,1,0,0,1,0,0,0,1,4.5,398,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,18.5,0,0,1,0,0,0,0,0,1,-18.5,399,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,13.0,0,0,1,0,1,0,0,0,1,0.5,400,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,22.5,0,0,0,1,1,0,0,0,1,,401,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,28.0,0,0,0,1,1,0,0,0,1,-1.25,402,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,24.5,1,0,0,0,0,0,0,0,1,19.0,403,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,18.5,1,0,0,0,0,0,0,0,1,22.75,404,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,23.5,0,0,1,0,1,0,0,0,1,-9.25,405,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.0,0,0,1,0,1,0,0,0,1,-2.5,406,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,18.0,0,0,1,0,0,0,0,0,1,16.0,407,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,20.25,0,0,1,0,1,0,0,0,1,-10.25,408,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,15.5,1,0,0,0,0,0,0,1,0,-1.5,409,0,0,0,Pennsylvania,Pre (Feb 1992)
0,0,0,21.0,1,0,0,0,0,0,0,1,0,-3.5,410,0,0,0,Pennsylvania,Pre (Feb 1992)
0,1,0,24.0,1,0,0,0,0,0,0,1,0,-16.5,332,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,11.5,0,1,0,0,0,0,0,1,0,-2.25,333,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,10.5,0,1,0,0,1,0,0,1,0,2.0,334,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,20.0,0,0,0,1,1,0,0,1,0,-14.0,335,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,35.5,0,0,0,1,1,0,0,1,0,11.5,336,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,,0,0,0,1,1,0,0,1,0,,337,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,29.0,1,0,0,0,0,0,0,0,1,-41.5,338,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,36.5,1,0,0,0,0,0,0,0,1,13.0,339,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,11.0,0,1,0,0,1,0,0,0,1,0.0,340,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,8.5,0,1,0,0,1,0,0,1,0,-0.5,341,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,17.5,0,0,1,0,1,0,0,0,1,2.0,342,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,29.0,1,0,0,0,0,0,0,0,1,-29.0,343,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,30.5,1,0,0,0,0,0,0,0,1,4.0,344,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,26.0,1,0,0,0,0,0,0,0,1,-2.5,345,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,18.0,1,0,0,0,0,0,0,0,1,4.5,346,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,20.0,0,1,0,0,1,0,0,0,1,3.25,347,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,13.5,0,1,0,0,1,0,0,0,1,4.0,348,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,19.0,0,0,1,0,1,0,0,0,1,4.0,349,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,15.5,0,0,1,0,0,0,0,0,1,-14.0,350,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,14.5,0,0,1,0,0,0,0,0,1,-4.0,351,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,14.0,0,0,1,0,1,0,0,0,1,-6.25,352,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,19.0,0,0,1,0,1,0,0,1,0,-17.0,353,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,21.0,0,0,1,0,0,0,0,0,1,0.0,354,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,18.0,0,0,1,0,1,0,0,0,1,-2.5,355,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,20.5,0,0,0,1,1,0,0,0,1,1.5,356,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,13.5,0,0,1,0,1,0,0,0,1,-0.5,357,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,17.5,0,0,1,0,1,0,0,0,1,-1.5,358,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,25.5,1,0,0,0,0,0,0,1,0,-7.0,359,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,15.5,1,0,0,0,0,0,0,1,0,-3.5,360,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,25.5,1,0,0,0,0,0,0,1,0,-1.5,361,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,27.0,1,0,0,0,0,0,0,1,0,7.5,362,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,16.0,1,0,0,0,0,0,0,1,0,-8.0,363,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,19.0,1,0,0,0,0,0,0,1,0,1.0,364,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,24.5,1,0,0,0,0,0,0,1,0,,365,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,25.0,1,0,0,0,0,0,0,1,0,6.0,366,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,17.0,0,1,0,0,0,0,0,1,0,3.0,367,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,16.5,0,1,0,0,0,0,0,1,0,6.0,368,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,20.0,0,0,0,1,1,0,0,1,0,-18.0,369,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,18.0,0,0,0,1,1,0,0,1,0,-5.5,370,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,12.0,0,0,0,1,0,0,0,1,0,1.5,371,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,25.0,0,0,0,1,0,0,0,1,0,0.0,372,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,11.0,0,1,0,0,1,0,0,0,1,0.0,373,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,27.0,1,0,0,0,0,0,0,1,0,-9.5,374,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,34.0,1,0,0,0,0,0,0,1,0,-18.5,375,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,25.0,1,0,0,0,0,0,0,1,0,-4.0,376,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,37.5,1,0,0,0,0,0,0,1,0,-7.5,377,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,21.0,1,0,0,0,0,0,0,1,0,-1.75,378,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,9.5,0,1,0,0,0,0,0,1,0,2.0,379,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,18.0,0,0,0,1,0,0,0,1,0,2.5,380,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,18.0,0,0,0,1,0,0,0,1,0,-20.0,381,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,19.0,0,0,0,1,0,0,0,1,0,1.5,382,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,31.5,0,0,0,1,0,0,0,1,0,6.5,383,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,23.0,1,0,0,0,0,0,0,0,1,,384,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,24.5,1,0,0,0,0,0,0,0,1,3.5,385,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,27.5,1,0,0,0,0,0,0,0,1,12.0,386,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,34.5,1,0,0,0,0,0,0,0,1,19.0,387,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,14.0,0,1,0,0,1,0,0,0,1,5.5,388,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,15.0,0,0,1,0,1,0,0,0,1,-3.0,389,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,23.0,0,0,0,1,0,0,0,0,1,2.25,390,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,26.5,1,0,0,0,0,0,0,0,1,-12.5,391,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,23.5,1,0,0,0,0,0,0,0,1,-18.0,392,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,35.5,1,0,0,0,0,0,0,0,1,13.0,393,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,21.0,1,0,0,0,0,0,0,0,1,-11.0,394,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,23.0,1,0,0,0,0,0,0,1,0,-1.0,395,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,20.0,1,0,0,0,0,0,0,0,1,-6.0,396,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,27.0,1,0,0,0,0,0,0,1,0,-21.5,397,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,13.0,0,1,0,0,1,0,0,0,1,4.5,398,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,0.0,0,0,1,0,0,0,0,0,1,-18.5,399,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,13.5,0,0,1,0,1,0,0,0,1,0.5,400,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,,0,0,0,1,1,0,0,0,1,,401,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,26.75,0,0,0,1,1,0,0,0,1,-1.25,402,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,43.5,1,0,0,0,0,0,0,0,1,19.0,403,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,41.25,1,0,0,0,0,0,0,0,1,22.75,404,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,14.25,0,0,1,0,1,0,0,0,1,-9.25,405,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,12.5,0,0,1,0,1,0,0,0,1,-2.5,406,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,34.0,0,0,1,0,0,0,0,0,1,16.0,407,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,10.0,0,0,1,0,1,0,0,0,1,-10.25,408,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,14.0,1,0,0,0,0,0,0,1,0,-1.5,409,0,1,0,Pennsylvania,Post (Nov 1992)
0,1,0,17.5,1,0,0,0,0,0,0,1,0,-3.5,410,0,1,0,Pennsylvania,Post (Nov 1992)
